patch_id	centroid_lon	centroid_lat	node1_id	node1_lon	node1_lat	node2_id	node2_lon	node2_lat	node3_id	node3_lon	node3_lat	coupling_ratio_mean	coupling_ratio_std
1	141.731342040772	38.7225699043728	2466	141.771943858089	38.7259547140988	2341	141.706193518347	38.6939253247866	2342	141.715895119293	38.7478188292697	0.70755571754298	0.0227342416157053
2	142.427192198095	40.8254056293655	2882	142.460662148929	40.8452768658229	2881	142.429388546329	40.7963548890793	2756	142.391530032452	40.8345746262572	1	0
3	141.224984651356	41.2199000432989	572	141.256120476325	41.2397967316092	571	141.245714953114	41.1859959384109	454	141.173105900401	41.233889389774	0.235925202022348	0.00924890790966452
4	144.088761050205	40.9068110909914	6358	144.048126484223	40.9038234515148	6501	144.126025386749	40.9320962261651	6500	144.092146466924	40.8844999765692	0.246483065864315	0.00586128240702901
5	141.445283639226	37.6463280241057	2571	141.482853949119	37.67950712403	2570	141.456529025177	37.6292768940557	2445	141.396492416828	37.6301836339828	0.68677113680629	0.0887211817957633
6	142.640577056257	36.9353908928276	6141	142.682036947461	36.9663994045454	6140	142.649246208001	36.918813947634	5999	142.590472453921	36.9209409830708	0.639857612945327	0.0865122354479785
7	143.908058781609	41.7354750010594	4192	143.955920664882	41.7521204140695	4191	143.907781729778	41.7117540824131	4060	143.860481412332	41.7425304936888	0.153884810648575	0.00385893420953623
8	141.124121312355	36.9978938076185	2683	141.162162904667	37.0258362743368	2682	141.130818247788	36.9778309829286	2557	141.079399335717	36.9899996647286	0.629725411200734	0.028121250117764
9	139.849164160915	36.6092789398431	484	139.8408684004	36.6294336919006	602	139.892983976174	36.6187265700689	483	139.813656339207	36.5796634713253	0.0871638312974699	0.00235929093517179
10	142.311342196727	37.8384494631096	4114	142.283917729155	37.820913080683	4115	142.304725349178	37.8725151394926	4246	142.34537934638	37.8219117200945	0.976224706998164	0.0544707439481775
11	140.668735853255	38.6804875148163	288	140.682174409942	38.654567072637	171	140.628894103413	38.6792005403016	289	140.695144546164	38.7076844105892	0.124652521228989	0.00334889198873037
12	140.614771562919	35.8784598945648	3166	140.621041701385	35.9111214623144	3293	140.638539842012	35.8585989725582	3165	140.584734190199	35.8656528922406	0.0792948638681459	0.00258794444536047
13	140.33209283119	36.4251381910154	1680	140.286436513227	36.4156773696769	1803	140.371595942394	36.4533040723884	1802	140.338263985765	36.4064181913457	0.186444261587517	0.00626607324342386
14	141.671933932318	41.3707305944339	1171	141.705551872507	41.3905399432073	1170	141.690009687681	41.3375355957198	1051	141.620230487446	41.3840980782811	0.60347275712491	0.0326195104938027
15	140.483451106544	37.4571113663248	857	140.5136659832	37.4385487370841	738	140.454926615267	37.4414583630017	739	140.481757924093	37.4913194805325	0.239074183848831	0.00722256171543672
16	140.167474758808	36.7270084556952	1081	140.167550214433	36.6925904235631	962	140.139400841116	36.7464088370864	1082	140.195470976864	36.7420193096908	0.169704825895762	0.00485867083757714
17	141.332043033197	38.2552365310234	1840	141.360247578122	38.2836630750089	1839	141.34503969149	38.23094277476	1717	141.290850610973	38.2510924139135	0.496922455750499	0.0223188517250718
18	140.126337176391	36.060414277884	1795	140.102475419051	36.0796929831011	1918	140.156622053869	36.0734447310521	1917	140.119915313524	36.0280986897354	0.0783320612506984	0.00239246981302807
19	140.447410604898	36.6373164216316	1685	140.439862869779	36.6571980313737	1807	140.491942861841	36.6464148472448	1684	140.410442843084	36.6083224914003	0.25436895009051	0.00856411217363799
20	141.451488044238	37.6966683445462	2446	141.422672954223	37.680231675982	2447	141.448934973602	37.7302583459758	2571	141.482853949119	37.67950712403	0.703816156675713	0.147662416531524
21	142.25166808114	38.3926297056828	3602	142.226943311959	38.3738522468301	3603	142.240023848387	38.4269223000539	3732	142.288030170436	38.377105582046	0.888891811901828	0.12780588887521
22	141.77838869402	37.7031563828138	3076	141.734613687443	37.6969409856705	3204	141.813669747053	37.7311945234232	3203	141.786896983031	37.6813199385678	0.99077965794397	0.0415840874124912
23	142.409902608734	36.2964795649034	6553	142.363157576767	36.2873104221381	6697	142.451391093212	36.323907580135	6696	142.415177930624	36.2782041281938	0.377067073925293	0.0282162145550975
24	141.2548888973	36.4062244946258	3823	141.295071511633	36.4340992247121	3822	141.260717179771	36.3876558872599	3692	141.20889626018	36.3969028316493	0.963391686520074	0.0771378543831195
25	142.353164281148	37.1505159500628	5036	142.313062302745	37.1232976016731	5037	142.347221005872	37.1702004983507	5173	142.399226919556	37.1580337701386	0.87940834304733	0.167023146140196
26	141.664626694284	36.3509398012753	4884	141.689841527743	36.3324610267746	4749	141.634497830712	36.3370820711097	4750	141.669541969771	36.3832696307455	0.962355672066087	0.0674811573876358
27	143.105947003934	38.5984211173547	5475	143.119558291674	38.5749161401183	5338	143.064363854082	38.5923622823113	5476	143.133929563365	38.6279731756462	0.772697995066645	0.176439504352858
28	142.231182158803	36.7894977093589	5439	142.236708644586	36.7705279772401	5302	142.184801693039	36.7811997339808	5440	142.272054231548	36.8167491610382	1	0
29	142.211262362652	38.4750574463597	3474	142.18418650764	38.4459008590474	3475	142.197357735927	38.4991413448716	3604	142.252251950572	38.4801189039559	0.974401733664618	0.0744411745719143
30	141.806755101241	37.4430255912279	3454	141.771707121881	37.4144542546286	3455	141.79773284188	37.4645840369057	3584	141.850840066541	37.4500247287869	1	0
31	142.281112341997	39.0058031038682	3484	142.296954890001	38.9807538382033	3356	142.240736331918	39.0020747536201	3485	142.305652259018	39.0345699569557	0.632602420022827	0.0123908596663484
32	141.490409228682	37.2810424362468	3068	141.52096268221	37.2964085937245	3067	141.488833534297	37.2484243966663	2941	141.461431536531	37.2982866862768	1	0
33	142.642891518956	38.278186214142	4521	142.632373401685	38.3122365149142	4654	142.67880942823	38.2628775901306	4520	142.617485877982	38.2594356909533	0.807703158372097	0.184101328355947
34	143.680546736642	41.9890551543209	3416	143.675219959802	42.0167501572949	3544	143.732802926178	41.9783254479208	3415	143.633618947989	41.9720681328552	0.0642444107023705	0.00242726898423527
35	143.734845296738	40.2292894303884	6203	143.708487897964	40.2005242248252	6204	143.720839411573	40.2540404273015	6345	143.775217307448	40.233292488246	0.586207729023705	0.0126547701332341
36	141.526429312102	36.5783459821181	4089	141.528300244342	36.6116968376746	4220	141.553681336793	36.5596930752209	4088	141.49730591374	36.5636412044252	1	0
37	143.573221213471	39.6190927159379	6052	143.554286775805	39.6515253410459	6192	143.613174832924	39.6082858587443	6051	143.552193824275	39.597456623584	0.531779516190598	0.0172239344113899
38	142.840162821435	37.6433350405726	5596	142.876160904569	37.6716932770613	5595	142.848827502883	37.6221325184538	5457	142.795515666883	37.636164851296	0.971359191227712	0.0666307150187275
39	143.924198395857	40.4168201907969	6491	143.887649846214	40.4245249660733	6634	143.951368101852	40.439280440145	6633	143.933578265197	40.3866456815393	0.429379191933913	0.00661221601253698
40	143.06410424859	39.0395808633807	5210	143.088005823818	39.0690769825003	5209	143.080826592703	39.0152421295734	5073	143.023487649309	39.0344125660478	0.594352174757283	0.0406472420960136
41	144.272268577334	41.6537583714064	4991	144.315349194963	41.6454508757173	4856	144.22703689181	41.637491287568	4857	144.27442657865	41.6783157459408	0.0794179218659111	0.00258199142061256
42	140.769003959478	37.096392345808	1817	140.806755497279	37.1240728510581	1816	140.775806013264	37.0760186035679	1694	140.724466268184	37.0890712999209	0.408426268176391	0.0133247462935685
43	144.122164817104	40.9546461552453	6501	144.126025386749	40.9320962261651	6359	144.081015361664	40.9519578175432	6502	144.159468567143	40.9798705916594	0.224172606291484	0.0057228911225916
44	142.661193474867	40.0947842301203	3764	142.621391765512	40.0931300515883	3895	142.68640354348	40.1223448395154	3894	142.675790778449	40.0688671528648	1	0
45	142.620445919162	40.1785906884211	3636	142.583730574624	40.1889085728381	3766	142.645439719619	40.2000808265865	3765	142.632164376235	40.1467734246168	1	0
46	140.115761155354	37.1341160862049	376	140.087104565119	37.1190128357776	377	140.115817967502	37.168139137932	494	140.144358936052	37.1151891923194	0.1305989107153	0.00335884556705905
47	142.438520882238	38.99469416492	3744	142.422512710005	39.0195708636149	3874	142.479067324697	38.9988086780062	3743	142.413989379924	38.9656920972241	0.619201784178945	0.0158378189420165
48	141.044599857294	36.19527609982	3558	141.019346569494	36.2145221317757	3688	141.074088113553	36.2091117433707	3687	141.040365344213	36.1621879336412	0.371210569867507	0.0142049602424471
49	142.561744395367	39.8566394520945	3759	142.577261170181	39.8239234229365	3630	142.523669416803	39.868053752085	3760	142.584295943998	39.8779315742728	0.798073887336579	0.0301880135433488
