x_Sanriku y_Sanriku ae_model_Sanriku an_model_Sanriku au_model_Sanriku ve_1998_model_Sanriku vn_1998_model_Sanriku vu_1998_model_Sanriku ve_2009_model_Sanriku vn_2009_model_Sanriku vu_2009_model_Sanriku
-2.0559626048722799e+02 -2.1476383764833042e+02 1.2588585283290121e-03 2.3119004879741151e-03 2.4815718238768614e-03 5.0971758075379621e-05 -1.3634109882064966e-04 -1.0318830616250962e-06 6.4819201886998754e-05 -1.1091019345293440e-04 2.6265407001020380e-05
-1.6989525606330952e+02 -2.1781760964939565e+02 1.0888759462890989e-03 4.4770839253384315e-03 2.2249366587022354e-03 5.5873044013997212e-05 -2.0810077722236867e-04 1.1504674163708056e-05 6.7850679423177301e-05 -1.5885285404364593e-04 3.5978977409432646e-05
-2.0775061656714541e+02 -1.6036861451354574e+02 4.2489630665804972e-05 1.3731714347478335e-03 1.8397067154592738e-03 1.2249466798511252e-04 -1.2960579685784477e-04 3.2604667402684660e-05 1.2296205392243637e-04 -1.1450091107561860e-04 5.2841441272736671e-05
-2.4579477404991579e+02 -1.8027014554497973e+02 -2.4502364129467332e-04 -1.3705367303201361e-03 2.9774815066303385e-03 1.1541275232521288e-04 -2.3221990093661073e-05 -2.2216637392335200e-05 1.1271749227097148e-04 -3.8297894127182568e-05 1.0535659180598520e-05
-2.1879699934145739e+02 -1.8844739042434327e+02 7.4362960300847355e-04 1.1105247483768836e-03 2.4550097246614369e-03 8.0591686950880309e-05 -1.0558302456821961e-04 2.9590348483001166e-06 8.8771612583973518e-05 -9.3367252336073886e-05 2.9964141819575926e-05
-2.8065479794296209e+02 -1.6767398645301978e+02 -2.4393264917923836e-03 -4.6856563086836453e-03 3.8334139694586739e-03 1.9045008296477301e-04 8.3942997914335357e-05 -5.9239526151245490e-05 1.6361749155505679e-04 3.2400778518815252e-05 -1.7071972487200079e-05
-3.4178339386906646e+02 -1.9455121535298133e+02 -3.1486484248219038e-03 -5.1589831354261310e-03 4.9853809847867905e-03 1.8875168816638000e-04 1.2119217333131793e-04 -1.1528741319227335e-04 1.5411655549333906e-04 6.4443358841630489e-05 -6.0448222359618648e-05
-2.7246389810340321e+02 -2.0661783852155074e+02 -1.8514346842266451e-05 -2.0558813589736775e-03 3.6420484490872649e-03 9.1299976464600808e-05 1.4140818109107658e-05 -5.4613387712076332e-05 9.1096318649335877e-05 -8.4738768396027925e-06 -1.4550854772116419e-05
-2.9693237254979664e+02 -2.5413146719107149e+02 8.0521861130323092e-04 -1.4323494239205147e-03 3.8907240082672735e-03 4.7110861611436984e-05 1.2044018869725776e-05 -7.0867324919304621e-05 5.5968266335772525e-05 -3.7118247933998849e-06 -2.8069360828364619e-05
-2.3227162234505570e+02 -2.6617654970065769e+02 1.3968054059187872e-03 6.7574513827402174e-04 2.8904464043166783e-03 2.7727946347412584e-05 -6.1483342150173910e-05 -2.7733303467383327e-05 4.3092805812519244e-05 -5.4050145629159670e-05 4.0616069801001342e-06
-2.1014547334982316e+02 -2.9324476468964741e+02 1.0114283346983641e-03 1.0125750915870788e-03 2.5996913460820479e-03 3.5354025862209022e-05 -6.7374857974912506e-05 -2.0932030264263137e-05 4.6479737543891026e-05 -5.6236531967454640e-05 7.6645745426393909e-06
-1.8057586817521300e+02 -3.3984937892996163e+02 -2.0182148360751049e-04 1.0558090087428725e-03 2.3471765619795517e-03 7.1458145508361266e-05 -5.6491118005729962e-05 -1.2841876233374495e-05 6.9238109188678651e-05 -4.4877218909558365e-05 1.2977065948400574e-05
-2.1852725489254863e+02 -3.6571048976499259e+02 5.7471625271039283e-07 5.3314706791078158e-04 2.4299521311763935e-03 6.9318692470104047e-05 -3.0841735668470991e-05 -1.7118103986423020e-05 6.9325014348883861e-05 -2.4977117921452393e-05 9.6113694565173086e-06
-2.4791356473608133e+02 -2.9155157267720898e+02 1.3940176421230457e-03 5.0713681970942033e-05 2.9631400574322720e-03 2.4283983392476873e-05 -3.2551615362328653e-05 -3.4635610360186868e-05 3.9618177455830377e-05 -3.1993764860648290e-05 -2.0410697284318734e-06
-2.9145527718234678e+02 -3.2662263599551272e+02 1.6408618836374798e-03 -6.4108325872509124e-04 3.1447620984341061e-03 1.8938958403595659e-05 2.2856433891434035e-06 -4.5772647801689788e-05 3.6988439123607938e-05 -4.7662724568325991e-06 -1.1180264718914618e-05
-2.9353377691554346e+02 -3.3406777268356723e+02 1.6481220068789305e-03 -6.3030787406169952e-04 3.0685240416594758e-03 1.9857517775681681e-05 3.2756983494682776e-06 -4.3601673876137520e-05 3.7986859851349917e-05 -3.6576882652104168e-06 -9.8479094178832867e-06
-2.7186740767453580e+02 2.0515283934696040e+01 -5.6481347478770740e-02 -3.4000546164369067e-02 2.8419983768007053e-03 2.0311523612694077e-03 8.2092415225342515e-04 5.5829965088679840e-05 1.4098575390029296e-03 4.4691814444536537e-04 8.7091947233487594e-05
-3.3710555828717941e+02 6.7398916313224495e+00 -4.7227064423685600e-02 -2.7761661339243484e-02 7.2960970497801007e-03 1.7189159974478770e-03 7.2072683359202612e-04 -1.3681680084164807e-04 1.1994182887873355e-03 4.1534855886034776e-04 -5.6559733294066959e-05
-3.4191949144616444e+02 -2.1546747155129275e+01 -3.5641826414417890e-02 -2.3848162938906351e-02 7.0111886190207329e-03 1.3351983159175412e-03 6.2532517567432603e-04 -1.4276401430828132e-04 9.4313822535894434e-04 3.6299538334635614e-04 -6.5640939499053263e-05
-2.6524734776003282e+02 -3.9285316622356873e+01 -2.5593084939042041e-02 -2.0735045553076176e-02 2.6774423639532893e-03 1.0367593329991935e-03 4.8424306277420888e-04 2.5372493443126708e-05 7.5523539866973106e-04 2.5615756169037094e-04 5.4824359446612891e-05
-3.6054092996937817e+02 -4.8271909335807486e+01 -2.7438930149234864e-02 -1.9874327310861920e-02 7.2001942523491728e-03 1.0486137090909818e-03 5.3127645455118447e-04 -1.6845874156032762e-04 7.4678547744939830e-04 3.1265885413170335e-04 -8.9256604784486719e-05
-2.5497440976947451e+02 -6.6669823379412279e+01 -1.5972593556855395e-02 -1.4626418929585216e-02 2.2631327120364586e-03 7.1128029445370177e-04 3.1735900017221020e-04 2.8124739534638125e-05 5.3558176532829242e-04 1.5646839194677280e-04 5.3019199367039169e-05
-3.1652936498985287e+02 -6.6585102246946605e+01 -2.0615534091217153e-02 -1.7836001640693530e-02 5.4079567802574370e-03 8.3798096076443014e-04 4.5321472668705478e-04 -9.5637702906757260e-05 6.1121008576104144e-04 2.5701870863942597e-04 -3.6150178323925455e-05
-2.9198480673297405e+02 -6.8069710096192281e+01 -1.8612430012438883e-02 -1.6854898870844785e-02 4.2687943708093696e-03 7.8285583478283753e-04 4.0962076449296023e-04 -5.0634390340739518e-05 5.7811910464600983e-04 2.2421687691366758e-04 -3.6776522618364458e-06
-2.9814840499152672e+02 -8.9482724238863312e+01 -1.3991422688620154e-02 -1.3957812821686240e-02 4.5140532310821695e-03 6.1579914615374524e-04 3.3839591130791380e-04 -6.8382222349198336e-05 4.6189349657892355e-04 1.8485997026936515e-04 -1.8727636807294470e-05
-3.1719761134067033e+02 -1.0617094556430303e+02 -1.2077163432439069e-02 -1.2642510045606920e-02 5.1264185921879373e-03 5.3492379287802872e-04 3.1553884897629223e-04 -9.9138006521177057e-05 4.0207499512119897e-04 1.7647123847461610e-04 -4.2747402007109753e-05
-3.5800480180526694e+02 -1.1344750238774643e+02 -1.3026300090544464e-02 -1.2471837387194795e-02 6.1176736587368746e-03 5.4564857504808947e-04 3.2947232645802297e-04 -1.4765189445543677e-04 4.0235927405210038e-04 1.9228211519888022e-04 -8.0357484209331149e-05
-3.0504954103420005e+02 -1.2277455140302958e+02 -8.6362413467090185e-03 -1.0195774680365142e-02 4.6260193355518271e-03 4.1610922365281844e-04 2.4315206873462352e-04 -8.3526842309722459e-05 3.2111056883901923e-04 1.3099854725060695e-04 -3.2640629618652360e-05
-3.7904745305973103e+02 -1.2035091169804294e+02 -1.2824686593580941e-02 -1.1693148224147732e-02 6.4110591982151997e-03 5.2821009027741129e-04 3.1460263884536358e-04 -1.6653575203367296e-04 3.8713853774802095e-04 1.8597800837973853e-04 -9.6014100853305761e-05
-3.3427686944358328e+02 -1.3132970290675217e+02 -9.1142118622970190e-03 -1.0298801449396440e-02 5.3770849919723730e-03 4.1649876785755717e-04 2.6039151895416123e-04 -1.1850386808146880e-04 3.1624243737228997e-04 1.4710470301080038e-04 -5.9355933169772686e-05
-3.9973875808473019e+02 -1.3226416448170656e+02 -1.1876229331795475e-02 -1.0307263705557705e-02 6.5172870018002935e-03 4.8556785828281077e-04 2.8041615633258654e-04 -1.7957983483477704e-04 3.5492933563306055e-04 1.6703625557145180e-04 -1.0788967781497381e-04
-3.1489412164045785e+02 -1.4160066276489493e+02 -6.7484150641644791e-03 -8.6795326512788661e-03 4.8163878772333989e-03 3.3924940314966341e-04 2.0770869092198892e-04 -9.6285847695410371e-05 2.6501683744385414e-04 1.1223383175792139e-04 -4.3305581045842984e-05
-3.7174582371454073e+02 -1.5354475059197776e+02 -8.1351844493568869e-03 -8.6534790996815030e-03 5.8620682173500414e-03 3.6181967157100463e-04 2.2668145688717122e-04 -1.4975099463644255e-04 2.7233264262807886e-04 1.3149318679067469e-04 -8.5268244245592092e-05
-4.4096692140691385e+02 -1.8217147435925671e+02 -7.7662038641958565e-03 -5.2683126971768499e-03 6.2544817601860514e-03 3.2641920712017864e-04 1.3702831981472757e-04 -1.8763657086827651e-04 2.4099096461402422e-04 7.9076880145782224e-05 -1.1883727150622995e-04
-4.5098504598120155e+02 -8.5021756995483599e+01 -2.0205012066388105e-02 -1.2538810050226334e-02 7.5984011900319557e-03 7.6390582108343686e-04 3.5491986799034007e-04 -2.3419569389758929e-04 5.4165068835316773e-04 2.1699295743785038e-04 -1.5061328080723778e-04
-3.6595908920351292e+02 -2.6608965253578873e+02 -2.8008904852008836e-04 -1.2157519234688753e-03 4.7673723777295470e-03 7.8817438441787231e-05 1.2282140368921116e-05 -1.1468350880712341e-04 7.5736458908066259e-05 -1.0911307892365115e-06 -6.2242412652098396e-05
-3.3222968100950499e+02 -2.7955371252209778e+02 8.2627083679163570e-04 -1.0060357350958862e-03 4.1969201556790355e-03 4.3270753713259439e-05 6.8048513506473244e-06 -8.8216441645399407e-05 5.2359732917967430e-05 -4.2615417354074255e-06 -4.2050319932930015e-05
-3.5087904948990592e+02 -1.6151599591552028e+02 -6.3561228477167766e-03 -7.8130133610608381e-03 5.4256460243658454e-03 3.0560416174921646e-04 1.9757415544135947e-04 -1.2959297215104184e-04 2.3568681042433192e-04 1.1163100846969026e-04 -6.9910865883017535e-05
-4.0164532782201007e+02 -1.6987749761783243e+02 -7.5876806181967744e-03 -7.0829153066780982e-03 6.0569464114069707e-03 3.3062595472966688e-04 1.8704412561197374e-04 -1.6746864928691461e-04 2.4716146792950236e-04 1.0913205723851465e-04 -1.0084223876143794e-04
-3.6835662527825423e+02 -1.7597181603156389e+02 -5.7337955466049730e-03 -6.8098200770661385e-03 5.5718894157784239e-03 2.7490077344261910e-04 1.7346824054518203e-04 -1.4085203732414528e-04 2.1182902242996440e-04 9.8560219697454502e-05 -7.9561253750582618e-05
-3.6295485026297246e+02 -2.0723728928553362e+02 -3.0748969864580482e-03 -4.5090061486030555e-03 5.2005782086810576e-03 1.7880303460809544e-04 1.0684183518478794e-04 -1.2860327322708812e-04 1.4497916775705691e-04 5.7242767550154326e-05 -7.1396912931596482e-05
-3.3486282530876787e+02 -2.1283539011442656e+02 -1.7473678685279660e-03 -3.9152597311469242e-03 4.7351777553785472e-03 1.3792714639389387e-04 8.5432326852233191e-05 -1.0619156707169630e-04 1.1870609984008624e-04 4.2364469809617028e-05 -5.4104611762532277e-05
-4.0090312030400673e+02 -2.1266478454131536e+02 -4.0645510184446343e-03 -3.8771230727749819e-03 5.6252819336015869e-03 2.0475107019769835e-04 9.2090071574167689e-05 -1.5353518444397808e-04 1.6004100899480738e-04 4.9441717773642887e-05 -9.1657083174360621e-05
-3.7330703395186333e+02 -2.2656819653681646e+02 -2.2686566985295475e-03 -3.2704079848435335e-03 5.1760991941920669e-03 1.4672893130953456e-04 7.2171428119991658e-05 -1.3085594967592403e-04 1.2177370762570954e-04 3.6196940286712787e-05 -7.3918858539811298e-05
-3.5168800064925205e+02 -2.3612341673693737e+02 -1.1074446260448199e-03 -2.7858859242879913e-03 4.8073527809496391e-03 1.0928759014351599e-04 5.6499226522912823e-05 -1.1319698010069047e-04 9.7105699257022971e-05 2.5854481355744916e-05 -6.0316099510244442e-05
-3.9472050551893392e+02 -2.3534626382073210e+02 -2.4905458076241202e-03 -2.4660111281217052e-03 5.3685884812149955e-03 1.5088892786681448e-04 4.9554334644747711e-05 -1.4282070898215691e-04 1.2349292398294916e-04 2.2428212235408951e-05 -8.3766235688791953e-05
-7.7046417056000124e+01 3.4268296771700898e+02 -4.7240282696519598e-01 3.9209222518760806e-01 5.9678772713010302e-02 1.1735387595488813e-02 -9.3246288317362647e-03 -1.3141584084838365e-03 6.5389564988716569e-03 -5.0116143546725753e-03 -6.5769190864072317e-04
-1.5757196767731674e+02 3.1958262172881257e+02 -4.5961837776906228e-01 2.0514208242074394e-01 5.1039724421456526e-03 1.2536006019227048e-02 -5.6830127153434506e-03 -2.3205142174079197e-04 7.4802038637673627e-03 -3.4264498087152673e-03 -1.7590772487718979e-04
-1.2986610019660336e+02 3.1464519154893821e+02 -5.4515542593558930e-01 2.6606681128083004e-01 2.1011907669041818e-02 1.4231359488090768e-02 -7.0329539688576241e-03 -8.5629622068265606e-04 8.2346498027992855e-03 -4.1062190447684940e-03 -6.2516523632319605e-04
-1.2614069272480045e+02 2.8879046523032275e+02 -6.4698389232700926e-01 2.4316418050231217e-01 3.4359887668782944e-02 1.6527124148945950e-02 -6.4566251568794813e-03 -1.5475096270700915e-03 9.4103013333488479e-03 -3.7818191713540473e-03 -1.1695508627134791e-03
-1.0430521330871677e+02 2.8277999889187726e+02 -7.6249722728758007e-01 3.0089394303341194e-01 8.4828886443034449e-02 1.8472711818885396e-02 -7.5436314498630126e-03 -2.8968818124500552e-03 1.0085242318722015e-02 -4.2337980764954814e-03 -1.9637640615766763e-03
-1.5039562206377303e+02 2.6623373701669391e+02 -5.8672538554145381e-01 1.3759542455527149e-01 1.1389897789360576e-02 1.5609459041330005e-02 -4.0188259954258869e-03 -8.8511075285599102e-04 9.1554798003740129e-03 -2.5052763253179005e-03 -7.5982187717302469e-04
-8.3934707029103251e+01 2.6186647049688969e+02 -9.4813884313410945e-01 3.1252566692990086e-01 1.9497362964946197e-01 2.1392294238019909e-02 -7.3457021780738733e-03 -5.2058562021354577e-03 1.0962766963544705e-02 -3.9079198418449637e-03 -3.0611462759913763e-03
-1.5994409648617673e+02 2.5733036088193427e+02 -5.5234253792740162e-01 1.0213629548170503e-01 5.5874526677932926e-03 1.4925805068380099e-02 -3.1531505819460686e-03 -6.4554766125905967e-04 8.8500371511786805e-03 -2.0296513316473133e-03 -5.8408568191333345e-04
-1.3242778119506889e+02 2.5892524252009179e+02 -6.7897990347840242e-01 1.5377678525283339e-01 3.3202622280444911e-02 1.7411225297135378e-02 -4.3450889912788008e-03 -1.6976284828647994e-03 9.9424463588729511e-03 -2.6535443534976334e-03 -1.3323996377799054e-03
-1.6153119695975062e+02 2.8912331995992542e+02 -5.1385146295273110e-01 1.6098416598070228e-01 4.4479722396750564e-03 1.3959800057600245e-02 -4.6187998761524178e-03 -4.1865911867561663e-04 8.3074339651202037e-03 -2.8479740503646925e-03 -3.6973142403919101e-04
-1.1131309081099911e+02 1.8188868190432208e+02 -5.9030152727540086e-01 -5.9687406148382041e-02 6.7002139218753767e-02 1.4655329212360660e-02 7.7992640158377027e-04 -1.7434210531050509e-03 8.1620124123312505e-03 1.2336493395156785e-04 -1.0063975216987595e-03
-1.3789232057727261e+02 1.1548356250062844e+02 -2.3006368070058622e-01 -7.8682384613716960e-02 9.6195340506065718e-03 6.4800551248083062e-03 1.4914976019906659e-03 1.8253433771004074e-04 3.9493546371018578e-03 6.2599137123977926e-04 2.8834921226671302e-04
-9.4919313031491924e+01 6.4759654453070468e+01 -8.3199269869818737e-02 -2.0769444777360545e-02 2.6244844055585862e-02 2.5806878239174472e-03 -1.0322275168924790e-04 -1.1744958794509312e-04 1.6654958553494411e-03 -3.3168664424021389e-04 1.7124369666635141e-04
-6.8599813577857745e+01 9.1447422259970679e+01 -1.1363176812306465e-01 -2.4911039723964315e-02 7.4854146590082118e-02 3.2324024897057851e-03 -2.8978223961442188e-04 -1.0324880887023727e-03 1.9824530403520740e-03 -5.6380367657802937e-04 -2.0909247621146940e-04
-5.9586152237325720e+01 1.4167381658434724e+02 -3.5185157617105983e-01 -7.2108662147817540e-02 2.0718477311989886e-01 8.3080789031866262e-03 2.3331096034112832e-04 -3.3673320163106189e-03 4.4377115653049682e-03 -5.5988432328486456e-04 -1.0882995119917316e-03
-1.3260201701297544e+02 2.5985420911927633e+01 -4.7491246533988243e-02 -1.6582343301865570e-02 1.5396916004136027e-04 1.6794226541191407e-03 4.3435083675447559e-05 3.6122521113560825e-04 1.1570189422452700e-03 -1.3897069264507371e-04 3.6291887189606321e-04
-1.0095139782753877e+02 1.2072522033559212e+01 -2.9479602876084900e-02 4.6081812657419964e-03 5.9846262115328458e-03 1.1618181435550342e-03 -5.2101543497709297e-04 1.4228869012100561e-04 8.3754251191810029e-04 -4.7032544105393101e-04 2.0811957844786691e-04
-7.5952300085874143e+01 -1.9536748046794346e+00 -1.8431239633744625e-02 1.9917148957731445e-02 7.9699253607304638e-03 8.6091544420621420e-04 -8.5179313541194456e-04 -6.7012039756448462e-06 6.5817180823502333e-04 -6.3270449687689867e-04 8.0967974992390262e-05
-2.1551285224187080e+02 1.7723800580496743e+02 -2.9125593907871067e-01 -3.8509510142191394e-02 -3.9956410121657618e-03 8.6778856709631043e-03 6.4517549394793486e-04 2.1043017815226912e-04 5.4740703410972869e-03 2.2157088238382950e-04 1.6647812701844574e-04
-1.9896180519568182e+02 1.6952985789098517e+02 -3.0651776143621001e-01 -4.8519059778655442e-02 -4.7919276063293353e-03 9.0057719473338894e-03 8.7654224833913746e-04 1.9510512224585517e-04 5.6340765715355793e-03 3.4283259077392772e-04 1.4239391857623248e-04
-1.4031469739364144e+02 1.5455423187665812e+02 -3.7574916309690065e-01 -7.9898819804007398e-02 1.3467290105208559e-02 1.0189416473794987e-02 1.4884154052476868e-03 -2.6322184354331100e-04 6.0561756797290799e-03 6.0952838740360542e-04 -1.1508165238601685e-04
-1.6086210183186040e+02 9.9017783328081947e+01 -1.7307969828627648e-01 -6.8378040498400072e-02 -1.1607560356094136e-03 5.1618164219553158e-03 1.3763348040683298e-03 3.7836210009180613e-04 3.2579397408062745e-03 6.2417635858592912e-04 3.6559378370010258e-04
-2.1142769399894934e+02 7.9871862799258622e+01 -1.2215389989085845e-01 -5.4538888462782903e-02 -3.4268636361650530e-03 3.9444268886754310e-03 1.2073131702096797e-03 3.3146056915351436e-04 2.6007339898759881e-03 6.0738539711906777e-04 2.9376506915569878e-04
-1.7479651662810858e+02 2.1302546317474270e+01 -5.0999769720578805e-02 -2.8686481180012744e-02 -4.0679665890383842e-03 1.8150842104266689e-03 4.9914629420561290e-04 3.8943092258436325e-04 1.2540867435003021e-03 1.8359500122547273e-04 3.4468329010494103e-04
-1.8387498285153168e+02 -1.7223642111468713e+01 -2.6103753987864652e-02 -1.5383881320959443e-02 -3.0915238723717054e-03 1.0642843036304099e-03 2.1140762536901850e-04 2.8816060264439780e-04 7.7714300976389867e-04 4.2184930838464611e-05 2.5415384004830904e-04
-1.2526368885211549e+02 -5.4998534456790772e+01 -8.0580586221526852e-03 9.2184635282878159e-03 -1.3761516530260485e-03 4.8540481035034449e-04 -4.7445170972476266e-04 1.9811455649385346e-04 3.9676616550666496e-04 -3.7304861091359668e-04 1.8297688831056693e-04
-1.9098338235883736e+02 -7.6166002249815747e+01 -7.6022095118204952e-03 -3.2506409642953319e-03 -9.2869717512179253e-04 4.4404204681509061e-04 -5.6814611693730738e-05 1.6307703641121950e-04 3.6041774218506517e-04 -9.2571662300979391e-05 1.5286136748487978e-04
-1.7620960692734397e+02 -7.5962823582243189e+01 -6.5964136227743466e-03 -1.6628441138468545e-04 -1.3810640786414800e-03 4.1397765047745440e-04 -1.5841135725266117e-04 1.8363702451940176e-04 3.4141710062693658e-04 -1.6024048577789271e-04 1.6844531965434548e-04
-1.9764661776050195e+02 -9.7273556404881091e+01 -4.6615859831112966e-03 -1.6685227588321145e-03 8.7387660546505425e-06 3.2942985983554890e-04 -8.0425985230922335e-05 1.1793671781212208e-04 2.7815241402132465e-04 -9.8779735578075593e-05 1.1803284423872324e-04
-1.3602411750408277e+02 -1.0953749525223796e+02 -1.7727473756141878e-03 9.5905640608596205e-03 -2.4690225376956354e-04 2.2709700545308256e-04 -4.1746491201567824e-04 1.2384762208482168e-04 2.0759678432132650e-04 -3.1196870734622243e-04 1.2113169729335648e-04
-2.4735593206005393e+02 -1.3231009370864544e+02 -3.7182139234798852e-03 -4.7956806301695885e-03 2.6367828698675012e-03 2.6245272866007297e-04 6.0386478218892919e-05 -3.4014929643456405e-06 2.2155237550179423e-04 7.6339912870274417e-06 2.5603118604196873e-05
-2.5512219734501480e+02 -2.5514722182706713e+01 -3.0335193230223708e-02 -2.3090441717371582e-02 1.8246943655672676e-03 1.1973033307207850e-03 5.3120296483080687e-04 6.5296887657736343e-05 8.6361620518832422e-04 2.7720810593971943e-04 8.5368525678976287e-05
-3.5103423813892869e+02 -2.5564493536660102e+01 -3.4332057054996395e-02 -2.2969461402532101e-02 7.3110823814876011e-03 1.2870438967125149e-03 6.0765488760585547e-04 -1.5928819819563056e-04 9.0939126910755455e-04 3.5499081217800233e-04 -7.8866291999266956e-05
-3.2358566565541855e+02 -8.0957978151951835e+01 -1.7525344669217555e-02 -1.5969829988792959e-02 5.5355201927469030e-03 7.2549659928218188e-04 4.0814141955085553e-04 -1.0758891263147141e-04 5.3271780792078880e-04 2.3247328967413301e-04 -4.6698190511255479e-05
-3.4126571617384076e+02 -1.0108401328047734e+02 -1.4376478475146471e-02 -1.3744463625376584e-02 5.8734128942522250e-03 6.0296551983997728e-04 3.5734150638687086e-04 -1.3068748584967626e-04 4.4482425661336610e-04 2.0615240650772844e-04 -6.6079944012901787e-05
-2.9676460598393908e+02 -1.0596887779638155e+02 -1.0791247900378208e-02 -1.1778519336648830e-02 4.4012475832714941e-03 5.0047046291934775e-04 2.7989402340566601e-04 -6.9417930865076904e-05 3.8176673601518745e-04 1.5033031070252887e-04 -2.1004207449090469e-05
-3.6691401796231912e+02 -1.3247246792272276e+02 -1.0569839453250535e-02 -1.0587634741862627e-02 6.0475521876427324e-03 4.5260261056686679e-04 2.7999744288203994e-04 -1.5162744362647940e-04 3.3633437658111089e-04 1.6353346072155105e-04 -8.5104369562409338e-05
-3.9845171709680471e+02 -1.4282221502272327e+02 -1.0477573314017592e-02 -9.4143158651318528e-03 6.3614793238133379e-03 4.3588173045200178e-04 2.5443243103155720e-04 -1.7477285313035308e-04 3.2062842399780827e-04 1.5087495651510682e-04 -1.0479658056840636e-04
-2.9033004407183176e+02 -5.8148150264747208e+01 -2.1287388518943653e-02 -1.8422804622591733e-02 4.2224675729878878e-03 8.7639727136505825e-04 4.4897508914429514e-04 -4.3855985914619597e-05 6.4223599765667809e-04 2.4632423829578607e-04 2.5911573882471632e-06
-4.4634174007837129e+02 -1.6426591819922547e+02 -9.5900603259427911e-03 -6.5181357039385650e-03 6.4724272720819631e-03 3.8972856968677621e-04 1.7558349030265426e-04 -1.9695325396428638e-04 2.8423790610140550e-04 1.0388399755933004e-04 -1.2575655397138478e-04
-4.6346073394748089e+02 -9.9834295398005636e+01 -1.7936684747720436e-02 -1.0851933483232837e-02 7.3662907603087129e-03 6.8039834879774354e-04 3.0777268571008674e-04 -2.3255297851498621e-04 4.8309481657281874e-04 1.8840141739452553e-04 -1.5152378015159036e-04
-1.6712610766083426e+02 -1.7361012346043699e+02 7.3854131930991423e-04 5.5790748056197071e-03 1.5479196929261479e-03 9.1572338980169018e-05 -2.6018624208944390e-04 4.4933323373109552e-05 9.9696293492578076e-05 -1.9881641922762713e-04 6.1960439995297178e-05
-2.1386285780226365e+02 -2.2169463037205975e+02 1.3007246914179228e-03 1.7789351521911726e-03 2.6260856606672039e-03 4.6174428218249362e-05 -1.1517019965547164e-04 -8.3090511529974766e-06 6.0482399823846511e-05 -9.5601912981368737e-05 2.0577891114341764e-05
-2.1943377800030021e+02 -2.4220113323839149e+02 1.3666835522768521e-03 1.4029377357026886e-03 2.7617677904970346e-03 3.5573559785746138e-05 -9.4481587403078359e-05 -1.7918215185700056e-05 5.0607078860791512e-05 -7.9049272310348785e-05 1.2461230509767330e-05
-1.9525276070222463e+02 -2.5204289970069792e+02 1.1880756180399298e-03 2.4159920651083766e-03 2.5412449172654557e-03 3.8126042075726225e-05 -1.2673219452510458e-04 -1.0750509016839822e-05 5.1194873874165452e-05 -1.0015628180891244e-04 1.7203185073080194e-05
-1.9630977844552004e+02 -1.4974854692091651e+02 -1.5786380243025164e-04 2.3130859891351664e-03 1.3717963719241785e-03 1.3797795082128394e-04 -1.6739470933236448e-04 5.3548795412346505e-05 1.3624144899455117e-04 -1.4195076345187765e-04 6.8638555503512468e-05
-2.2819457077356782e+02 -1.4592122452740830e+02 -1.5054748265688680e-03 -1.6285714944617793e-03 2.1591715899583384e-03 1.8173274096653229e-04 -3.6866842966809348e-05 1.7218769823029819e-05 1.6517251787427474e-04 -5.4781129405888921e-05 4.0969657312571540e-05
-2.2447118088246958e+02 -1.6859329180988928e+02 -7.6527876080980663e-05 -5.9049557910290384e-05 2.3624464362636327e-03 1.1935635288690827e-04 -7.5817477279029256e-05 8.1168568722247504e-06 1.1851454625001748e-04 -7.6467022416042450e-05 3.4103767671124709e-05
-1.9760627196515048e+02 -1.7857627198264450e+02 8.0719795232773409e-04 2.8119908901526399e-03 1.9372795269200467e-03 8.6419576281586728e-05 -1.6891413935400210e-04 2.7214565717163728e-05 9.5298753757191803e-05 -1.3798223956232306e-04 4.8524640513284242e-05
-2.5743099556383379e+02 -1.8457408278180887e+02 -4.3567849439044346e-04 -2.1013890113348839e-03 3.2878231034722451e-03 1.1812655265846858e-04 4.0782119984732169e-06 -3.6328975377208107e-05 1.1333408922017370e-04 -1.9037067126210509e-05 -1.6292123901341192e-07
-1.9605490045147789e+02 -1.9529594104254070e+02 1.0855381277948598e-03 3.0013842345549806e-03 2.1789627273963992e-03 6.7028826223099387e-05 -1.6806737221019467e-04 1.5021741440218602e-05 7.8969745628842844e-05 -1.3505214563008989e-04 3.8990331441578994e-05
-3.3784397272553912e+02 -1.8266012617275086e+02 -3.8719849084486971e-03 -5.9312816391828638e-03 5.0112113416902453e-03 2.1797786950928118e-04 1.4149825078956448e-04 -1.1423377182269075e-04 1.7538603551634551e-04 7.6254152758552978e-05 -5.9110447064098050e-05
-2.9681306002622267e+02 -2.2659655302309059e+02 4.1597324156886827e-05 -2.3221013539669265e-03 4.0339502011769177e-03 7.9388648704175493e-05 3.3073583226016317e-05 -7.4609455668834347e-05 7.9846219269901248e-05 7.5304683323801256e-06 -3.0236003455888245e-05
-3.1103223621411746e+02 -2.3631807541955476e+02 1.2648840188841882e-05 -2.3061406161590473e-03 4.2058836350506740e-03 7.6188746645739969e-05 3.7098147664952480e-05 -8.4006058198676694e-05 7.6327883887817230e-05 1.1730600887202962e-05 -3.7741338213119278e-05
